id,y_true,old_pred,new_pred,category,baseline_model,candidate_model,ticket
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5828,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5828,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5828,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5837,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5841,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5847,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5854,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5858,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5863,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5867,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5868,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5869,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5881,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5883,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5886,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5891,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5891,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5891,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5891,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5893,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5896,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5902,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5903,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5904,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5908,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5909,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5911,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5912,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5916,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5927,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5932,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_repeat,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,raw,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_remove,ticket-2
5935,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5938,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5942,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,url_replace,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_remove,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,emoji_replace,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_remove,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,hashtag_strip,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_remove,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,mention_replace,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,preserve_case,ticket-2
5944,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,punct_remove,ticket-2
