id,y_true,old_pred,new_pred,category,baseline_model,candidate_model,probe
5475,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5481,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5487,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5494,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5502,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5503,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5515,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5531,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5532,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5539,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5545,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5563,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5567,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5569,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5576,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5578,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5582,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5603,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5614,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5632,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5634,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5646,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5647,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5657,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5659,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5662,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5663,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5664,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5668,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5676,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5685,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5686,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5694,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5705,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5715,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5734,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5744,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5748,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5752,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5760,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5777,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5789,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5798,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5804,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5807,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5814,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5827,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5837,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5863,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5867,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5868,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5869,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5903,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5909,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5932,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5938,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5942,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5950,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5954,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5955,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5959,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5980,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
5992,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6000,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6022,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6023,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6032,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6038,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6060,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6061,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6083,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6085,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6091,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6093,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6103,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6110,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6112,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6115,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6119,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6120,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6132,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6134,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6152,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6156,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6163,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6165,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6169,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6170,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6171,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6181,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6196,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6211,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6220,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6223,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6232,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6241,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6269,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6278,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6299,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6303,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6305,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6314,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6315,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6318,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6328,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6332,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6334,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6346,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6365,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6383,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6388,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6393,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6399,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6400,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6410,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6421,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6434,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6436,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6458,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6459,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6461,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6464,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6497,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6504,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6515,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6518,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6529,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6561,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6565,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6573,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6575,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6583,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6585,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6593,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6596,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6597,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6604,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6625,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6636,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6637,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6642,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6646,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6647,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6654,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6663,1,1,0,new_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6669,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6670,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6675,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6697,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6699,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6721,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6722,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6725,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6727,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6737,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6748,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6749,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6764,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6783,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6792,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6794,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6795,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6800,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6806,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6810,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6811,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6813,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6820,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6828,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6841,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6880,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6884,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6900,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6914,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6917,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6926,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6928,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6950,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6955,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6962,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6966,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6967,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6975,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6978,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6979,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6981,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6985,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6994,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6998,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
6999,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7019,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7025,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7026,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7030,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7046,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7047,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7054,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7061,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7065,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7071,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7081,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7088,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7112,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7116,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7138,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7141,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7147,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7164,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7173,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7178,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7187,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7193,1,0,1,fixed_fn,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7194,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7206,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7214,0,0,1,new_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7215,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7223,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7224,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7226,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7256,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7260,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7261,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7267,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7268,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7270,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7312,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7318,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7320,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7331,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7332,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7350,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7356,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7359,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7361,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7373,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7377,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7378,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7390,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7397,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7402,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7418,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7419,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7433,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7452,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7463,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7473,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7477,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7480,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7507,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7510,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7513,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7517,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7520,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7530,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7535,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7554,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7560,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7570,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7577,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7587,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7589,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7593,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7600,0,1,0,fixed_fp,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7609,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7613,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7648,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7657,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7668,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7678,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7679,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7680,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7683,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7686,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7691,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7703,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7714,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7719,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7721,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7725,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7731,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7733,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7736,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7748,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7752,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7754,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7758,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7760,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7763,0,0,0,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7772,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7784,1,1,1,unchanged_correct,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7793,0,1,1,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
7801,1,0,0,unchanged_error,tfidf_12_sublinear_lr_liblinear_c1,c_10,c_10
